日期,开盘,最高,最低,收盘,成交量,amount
2025-12-18,9.311,9.327,9.302,9.318,3178056.1,2961343.686
2025-12-19,9.29,9.321,9.273,9.313,3703003.16,3443922.186
2025-12-22,9.38,9.514,9.38,9.511,6918754.23,6534234.042
2025-12-23,9.63,9.689,9.608,9.639,9022814.2,8709327.485
2025-12-24,9.719,9.722,9.613,9.642,7384368.99,7136924.986
2025-12-25,9.571,9.58,9.539,9.566,4311576.19,4123112.968
2025-12-26,9.67,9.68,9.618,9.65,4898253.36,4726243.848
2025-12-29,9.64,9.667,9.55,9.563,7144966.69,6877104.094
2025-12-30,9.272,9.402,9.272,9.363,8615558.22,8058585.692
2025-12-31,9.359,9.392,9.196,9.301,8873154.17,8255346.608
2026-01-05,9.421,9.499,9.421,9.495,6832710.28,6465146.234
2026-01-06,9.536,9.606,9.528,9.577,5313457.38,5085365.304
2026-01-07,9.6,9.601,9.511,9.518,6163985.14,5894333.39
2026-01-08,9.555,9.559,9.474,9.511,4838349.91,4604940.099
2026-01-09,9.544,9.596,9.544,9.592,3791903.9,3629946.415
2026-01-12,9.779,9.791,9.736,9.777,4935017.0,4822414.247
2026-01-13,9.79,9.825,9.771,9.793,3982367.25,3901169.996
2026-01-14,9.871,9.925,9.869,9.922,4369521.17,4321616.075
2026-01-15,9.861,9.883,9.82,9.867,5542922.06,5460435.94
2026-01-16,9.851,9.874,9.828,9.857,3278431.49,3228858.975
2026-01-19,9.962,10.009,9.96,10.006,4806211.54,4797229.646
2026-01-20,10.005,10.095,9.983,10.082,5338067.06,5362959.212
2026-01-21,10.365,10.501,10.322,10.377,9845096.22,10230345.643
2026-01-22,10.29,10.343,10.23,10.341,7196858.37,7398945.407
2026-01-23,10.618,10.643,10.585,10.617,7298894.96,7746553.192
2026-01-26,10.886,10.955,10.848,10.924,9604744.83,10463068.625
2026-01-27,10.883,10.946,10.848,10.934,7711072.5,8395732.861
2026-01-28,11.11,11.288,11.109,11.28,10662010.04,11961498.145
2026-01-29,11.918,11.977,11.796,11.904,14971079.26,17799095.491
2026-01-30,11.471,11.533,10.8,11.009,23016096.92,25777505.557
2026-02-02,9.908,10.245,9.908,9.908,18998204.2,19145014.244
2026-02-03,10.355,10.461,10.105,10.422,21009166.76,21613177.107
2026-02-04,10.795,10.904,10.738,10.867,14242989.36,15412917.353
2026-02-05,10.61,10.695,10.3,10.523,19090454.95,20057436.535
2026-02-06,10.079,10.523,10.05,10.357,18412789.75,19034272.998
2026-02-09,10.72,10.75,10.61,10.719,11612227.45,12418166.669
2026-02-10,10.686,10.733,10.661,10.669,7026000.61,7513073.622
2026-02-11,10.704,10.765,10.7,10.758,6818267.14,7317564.815
2026-02-12,10.72,10.752,10.7,10.72,6004793.5,6445229.523
2026-02-13,10.582,10.617,10.508,10.575,7693922.58,8131354.16
2026-02-24,10.92,10.998,10.903,10.95,7523137.23,8241565.507
2026-02-25,10.953,10.992,10.92,10.959,6074773.46,6656474.798
2026-02-26,10.939,10.944,10.896,10.913,4377669.76,4781387.315
2026-02-27,10.92,10.95,10.911,10.933,4631263.87,5063424.364
2026-03-02,11.368,11.419,11.214,11.417,11300971.71,12775642.356
2026-03-03,11.418,11.418,11.202,11.259,9692849.41,10968192.369
2026-03-04,11.0,11.085,10.926,10.98,9979811.75,10981117.96
2026-03-05,10.98,11.014,10.889,10.964,6536802.0,7165201.084
2026-03-06,10.834,10.937,10.831,10.873,4916711.93,5356472.276
2026-03-09,10.858,10.95,10.793,10.868,8012132.16,8713281.061
2026-03-10,10.963,10.991,10.943,10.956,4379328.78,4801155.476
2026-03-11,11.026,11.028,10.964,10.974,4754957.27,5230093.074
2026-03-12,10.928,10.956,10.892,10.938,3892379.02,4253167.289
2026-03-13,10.852,10.88,10.791,10.802,3885245.33,4211610.423
2026-03-16,10.63,10.7,10.605,10.664,4789246.6,5100457.125
2026-03-17,10.632,10.696,10.63,10.637,3535281.9,3766972.817
2026-03-18,10.638,10.639,10.57,10.606,3544273.28,3756857.569
2026-03-19,10.283,10.345,10.08,10.126,8783621.47,9006105.538
2026-03-20,9.9,10.066,9.883,9.896,11917840.92,11878418.533
2026-03-23,9.488,9.5,8.906,8.941,19747659.11,18231773.873
2026-03-24,9.21,9.303,9.105,9.299,14905164.64,13716736.873
2026-03-25,9.7,9.772,9.609,9.641,11786322.01,11438092.704
2026-03-26,9.628,9.637,9.358,9.45,11076212.74,10525933.922
2026-03-27,9.358,9.528,9.358,9.494,7487072.64,7077216.082
2026-03-30,9.496,9.696,9.473,9.656,10467459.03,10053472.875
2026-03-31,9.751,9.836,9.697,9.699,9818017.1,9575690.405
2026-04-01,9.95,10.028,9.912,10.024,8356708.18,8316311.343
2026-04-02,10.0,10.0,9.641,9.738,13026467.46,12814253.058
2026-04-03,9.914,9.914,9.793,9.828,4242962.0,4176219.528
2026-04-07,9.845,9.867,9.781,9.837,5427847.69,5331846.502
2026-04-08,10.103,10.153,10.057,10.113,9943479.75,10051847.595
2026-04-09,9.92,9.95,9.9,9.908,6552527.44,6501536.554
2026-04-10,9.995,10.03,9.954,9.972,5776953.24,5772482.719
2026-04-13,9.918,9.939,9.9,9.924,4285543.92,4251246.607
2026-04-14,9.999,10.012,9.968,10.011,4221604.66,4218777.617
2026-04-15,10.127,10.15,10.062,10.064,4897697.44,4949413.437
2026-04-16,10.095,10.111,10.07,10.097,3762437.13,3796363.197
2026-04-17,10.0,10.071,9.99,10.029,3577189.01,3589199.404
2026-04-20,10.04,10.075,10.013,10.036,3558334.75,3572623.672
2026-04-21,10.07,10.072,10.003,10.01,3239028.76,3250579.583
2026-04-22,9.968,10.008,9.968,10.004,3642197.94,3637270.995
2026-04-23,9.935,9.947,9.865,9.9,4267851.3,4226616.551
2026-04-24,9.885,9.886,9.814,9.826,3141902.01,3091878.872
2026-04-27,9.859,9.917,9.857,9.897,2554760.37,2526051.171
2026-04-28,9.85,9.854,9.714,9.732,3761043.47,3676337.287
2026-04-29,9.641,9.68,9.63,9.637,5119968.33,4943877.284
2026-04-30,9.629,9.679,9.58,9.678,4046629.69,3894564.587
2026-05-06,9.698,9.792,9.698,9.791,3926977.76,3827234.55
2026-05-07,9.871,9.933,9.835,9.909,4380057.3,4322115.66
2026-05-08,9.871,9.897,9.853,9.88,3403790.15,3361489.92
2026-05-11,9.827,9.827,9.714,9.774,4475876.7,4376016.747
2026-05-12,9.9,9.906,9.8,9.806,4059230.15,3997558.136
2026-05-13,9.818,9.834,9.78,9.804,2983073.55,2925864.489
2026-05-14,9.78,9.802,9.761,9.795,2968823.93,2903498.943
2026-05-15,9.645,9.659,9.532,9.554,6498776.83,6233847.911
2026-05-18,9.44,9.534,9.435,9.513,4769784.63,4527932.597
2026-05-19,9.519,9.554,9.485,9.515,2643764.15,2516240.589
2026-05-20,9.4,9.4,9.332,9.367,5463214.91,5114796.529
2026-05-21,9.53,9.543,9.447,9.45,3377730.7,3206814.236
2026-05-22,9.46,9.474,9.424,9.461,2715696.63,2567719.896
2026-05-25,9.531,9.54,9.49,9.512,2386059.4,2269776.991
2026-05-26,9.481,9.487,9.442,9.454,2208614.2,2089349.183
2026-05-27,9.419,9.425,9.336,9.345,3246682.08,3044601.314
2026-05-28,9.216,9.218,9.108,9.132,4566207.53,4181014.488
2026-05-29,9.385,9.4,9.34,9.397,3482352.18,3262565.266
2026-06-01,9.398,9.414,9.343,9.344,2586409.02,2427380.926
2026-06-02,9.3,9.414,9.266,9.41,3247780.5,3034940.31
2026-06-03,9.28,9.327,9.263,9.281,3254876.0,3024667.411
2026-06-04,9.301,9.32,9.274,9.29,2821726.74,2623259.392
2026-06-05,9.263,9.275,9.21,9.252,3017553.05,2788572.679
2026-06-08,9.001,9.024,8.893,8.953,4952978.82,4442538.006
2026-06-09,9.01,9.046,9.004,9.005,2870005.33,2589621.005
2026-06-10,8.74,8.78,8.671,8.736,5609092.57,4889766.654
2026-06-11,8.561,8.58,8.418,8.506,6491526.77,5515478.4
2026-06-12,8.67,8.715,8.639,8.659,4367406.87,3787489.191
2026-06-15,8.916,8.988,8.91,8.928,4994174.55,4468968.234
2026-06-16,8.945,8.968,8.92,8.949,2752220.53,2461164.661
2026-06-17,8.978,8.986,8.933,8.957,2634057.74,2361143.262
2026-06-18,8.95,8.964,8.892,8.908,2982682.13,2663369.298
2026-06-22,8.735,8.742,8.655,8.716,4409718.31,3834546.126
2026-06-23,8.668,8.674,8.525,8.537,4256305.33,3654668.516
2026-06-24,8.485,8.53,8.426,8.515,4029970.39,3418706.769
2026-06-25,8.33,8.33,8.267,8.287,5089866.39,4224829.996
2026-06-26,8.365,8.393,8.293,8.39,3848075.48,3213357.332
2026-06-29,8.445,8.479,8.404,8.449,3398349.07,2870486.268
2026-06-30,8.262,8.389,8.224,8.378,4192779.45,3473352.887
2026-07-01,8.284,8.3,8.253,8.271,3052898.7,2526820.875
2026-07-02,8.425,8.484,8.397,8.475,5149789.77,4346984.456
2026-07-03,8.706,8.726,8.636,8.672,4676684.83,4059995.573
2026-07-06,8.696,8.738,8.62,8.631,3162708.03,2744403.494
